"","loan_amount","income","status"
"5183",186500,3840,0
"5184",216500,5580,0
"5185",266500,6120,0
"5186",266500,2760,0
"5187",236500,5100,0
"5188",486500,6060,0
"5189",186500,3600,0
"5190",506500,0,0
"5191",146500,5580,0
"5192",726500,9120,1
"5193",136500,1740,0
"5194",396500,10200,0
"5195",266500,11460,0
"5196",606500,8520,1
"5197",666500,11040,1
"5198",246500,6780,0
"5199",236500,7440,0
"5200",186500,7740,0
"5201",476500,4980,1
"5202",196500,12480,0
"5203",206500,4860,0
"5204",116500,2460,0
"5205",376500,6720,0
"5206",616500,6000,1
"5207",356500,9000,0
"5208",386500,25080,0
"5209",376500,6540,0
"5210",226500,3000,0
"5211",206500,2040,0
"5212",166500,5640,0
"5213",256500,8400,0
"5214",176500,3120,0
"5215",366500,15120,0
"5216",176500,3420,0
"5217",166500,5340,0
"5218",236500,4260,0
"5219",276500,5880,0
"5220",236500,4980,0
"5221",436500,8220,0
"5222",186500,11400,0
"5223",566500,11940,1
"5224",306500,7680,0
"5225",636500,14940,1
"5226",346500,6900,0
"5227",226500,4320,0
"5228",806500,25500,1
"5229",486500,19440,0
"5230",456500,9240,0
"5231",666500,9000,1
"5232",326500,3060,0
"5233",326500,6360,0
"5234",376500,7440,0
"5235",466500,8940,0
"5236",176500,3120,0
"5237",126500,1380,0
"5238",726500,19620,1
"5239",396500,5220,0
"5240",406500,9060,0
"5241",116500,3000,0
"5242",56500,1320,0
"5243",396500,8040,0
"5244",286500,3360,0
"5245",376500,15060,0
"5246",426500,9900,0
"5247",396500,6360,0
"5248",146500,1620,0
"5249",476500,6120,1
"5250",236500,5400,0
"5251",696500,12840,1
"5252",446500,10620,0
"5253",366500,4140,0
"5254",536500,7140,1
"5255",186500,5640,0
"5256",576500,6180,1
"5257",96500,2580,0
"5258",656500,7200,1
"5259",346500,9480,0
"5260",286500,6240,0
"5261",236500,7140,0
"5262",826500,14400,1
"5263",276500,3360,0
"5264",396500,14400,0
"5265",206500,9660,0
"5266",426500,6420,0
"5267",86500,3840,0
"5268",356500,13980,0
"5269",336500,4980,0
"5270",146500,4080,0
"5271",136500,4740,0
"5272",336500,3900,0
"5273",206500,7200,0
"5274",486500,7740,1
"5275",286500,8220,0
"5276",426500,12420,0
"5277",686500,11400,1
"5278",36500,5640,0
"5279",446500,7500,0
"5280",276500,6660,0
"5281",306500,6300,0
"5282",446500,11580,0
"5283",326500,6540,0
"5284",376500,8220,1
"5285",206500,7620,0
"5286",386500,9900,0
"5287",516500,9900,0
"5288",26500,2160,0
"5289",306500,3780,0
"5290",296500,5100,0
"5291",276500,9000,0
"5292",86500,2160,0
"5293",266500,5160,0
"5294",456500,7740,0
"5295",1256500,17820,1
"5296",436500,5760,0
"5297",306500,12240,0
"5298",146500,2700,0
"5299",486500,5880,0
"5300",486500,5400,0
"5301",76500,2340,0
"5302",206500,5280,0
"5303",356500,7080,0
"5304",86500,1800,0
"5305",486500,5940,1
"5306",456500,5460,0
"5307",346500,6600,0
"5308",416500,11460,1
"5309",366500,9120,0
"5310",116500,2760,0
"5311",346500,7800,0
"5312",426500,9720,0
"5313",496500,11580,0
"5314",276500,3000,0
"5315",536500,11940,0
"5316",156500,3000,0
"5317",266500,4860,0
"5318",346500,6600,0
"5319",386500,9420,0
"5320",316500,9600,0
"5321",516500,5460,0
"5322",676500,9840,1
"5323",476500,9480,0
"5324",206500,3240,0
"5325",306500,8700,0
"5326",106500,1800,0
"5327",306500,10500,0
"5328",316500,7800,0
"5329",266500,6120,0
"5330",446500,4980,0
"5331",186500,3720,0
"5332",326500,4200,0
"5333",596500,6120,1
"5334",196500,2580,0
"5335",406500,7620,0
"5336",376500,3900,0
"5337",106500,3240,0
"5338",506500,9720,0
"5339",246500,6780,0
"5340",236500,3780,0
"5341",316500,4740,0
"5342",566500,20640,1
"5343",386500,6360,0
"5344",306500,7800,0
"5345",256500,4260,0
"5346",376500,6540,0
"5347",276500,7800,0
"5348",186500,5220,0
"5349",206500,3780,0
"5350",216500,3000,0
"5351",176500,17880,0
"5352",576500,11220,1
"5353",486500,12600,0
"5354",356500,5880,0
"5355",126500,1620,0
"5356",366500,6960,0
"5357",576500,13440,1
"5358",326500,4140,0
"5359",446500,7560,0
"5360",276500,2640,0
"5361",86500,1440,0
"5362",396500,6180,0
"5363",726500,17640,1
"5364",126500,5340,0
"5365",366500,5160,0
"5366",56500,2340,0
"5367",176500,3660,0
"5368",156500,1980,0
"5369",486500,4740,0
"5370",326500,3240,0
"5371",406500,5400,0
"5372",316500,7440,0
"5373",486500,9960,0
"5374",86500,1380,0
"5375",166500,0,0
"5376",156500,3480,0
"5377",226500,3300,0
"5378",516500,6540,0
"5379",226500,2640,0
"5380",336500,6600,0
"5381",196500,3720,0
"5382",356500,7200,0
"5383",106500,2520,0
"5384",306500,3480,0
"5385",196500,5100,0
"5386",386500,7980,0
"5387",106500,1080,0
"5388",606500,6360,0
"5389",226500,7500,0
"5390",346500,4980,0
"5391",406500,9180,0
"5392",146500,3360,0
"5393",186500,2520,0
"5394",486500,13800,0
"5395",256500,4380,0
"5396",106500,1560,0
"5397",46500,600,0
"5398",316500,26400,0
"5399",296500,7920,0
"5400",176500,3480,0
"5401",366500,6840,0
"5402",356500,8760,0
"5403",256500,5340,0
"5404",176500,3360,0
"5405",326500,7140,0
"5406",356500,5100,0
"5407",616500,10620,1
"5408",426500,9060,0
"5409",256500,8400,0
"5410",166500,5700,0
"5411",156500,5040,0
"5412",486500,9240,0
"5413",86500,4020,0
"5414",726500,9180,1
"5415",256500,4320,0
"5416",466500,2640,0
"5417",296500,14040,0
"5418",266500,5100,0
"5419",456500,13920,0
"5420",356500,4980,0
"5421",216500,3120,0
"5422",206500,3360,0
"5423",376500,6060,0
"5424",326500,9000,0
"5425",366500,5520,0
"5426",286500,5580,0
"5427",206500,4440,0
"5428",116500,3480,0
"5429",266500,4380,0
"5430",196500,3720,0
"5431",336500,5700,0
"5432",156500,1980,0
"5433",146500,4440,0
"5434",76500,6660,0
"5435",126500,1980,0
"5436",436500,9240,0
"5437",196500,5760,0
"5438",496500,8100,0
"5439",196500,2760,0
"5440",246500,3480,0
"5441",336500,3960,0
"5442",166500,4920,0
"5443",296500,5760,0
"5444",396500,25440,0
"5445",556500,7380,1
"5446",106500,4620,0
"5447",336500,3960,0
"5448",106500,4680,0
"5449",226500,4440,0
"5450",306500,10080,0
"5451",326500,5340,0
"5452",726500,14100,1
"5453",416500,4080,0
"5454",286500,14940,0
"5455",186500,3060,0
"5456",76500,2580,0
"5457",106500,3300,0
"5458",356500,10200,1
"5459",316500,6480,0
"5460",96500,2700,0
"5461",86500,1860,0
"5462",246500,9720,0
"5463",356500,9600,0
"5464",586500,5700,1
"5465",216500,4260,0
"5466",306500,4440,0
"5467",466500,5760,0
"5468",116500,6300,0
"5469",206500,2700,0
"5470",286500,7320,0
"5471",166500,1740,0
"5472",406500,14100,0
"5473",456500,7560,0
"5474",126500,1560,0
"5475",606500,9840,1
"5476",146500,3420,0
"5477",436500,5040,0
"5478",536500,7020,0
"5479",376500,4920,0
"5480",196500,6300,0
"5481",266500,6120,0
"5482",456500,13620,0
"5483",106500,3840,0
"5484",246500,2340,0
"5485",396500,5580,0
"5486",656500,21000,1
"5487",206500,7800,0
"5488",346500,6060,0
"5489",366500,7560,0
"5490",656500,8100,1
"5491",216500,5220,0
"5492",196500,4620,0
"5493",296500,6900,0
"5494",246500,4200,0
"5495",226500,2880,0
"5496",486500,9600,0
"5497",326500,4020,0
"5498",146500,2460,0
"5499",176500,3000,0
"5500",156500,2520,0
"5501",336500,3900,0
"5502",666500,10500,1
"5503",346500,6120,0
"5504",486500,4560,1
"5505",346500,4020,0
"5506",516500,2760,1
"5507",66500,2640,0
"5508",296500,6360,0
"5509",46500,1140,0
"5510",486500,13020,0
"5511",186500,6600,0
"5512",306500,10140,0
"5513",396500,14580,0
"5514",156500,3420,0
"5515",146500,2460,0
"5516",416500,7740,0
"5517",336500,5580,0
"5518",256500,9120,0
"5519",446500,6000,0
"5520",126500,2880,0
"5521",236500,10980,0
"5522",356500,4140,0
"5523",606500,5400,1
"5524",456500,3540,1
"5525",316500,9840,0
"5526",196500,6480,0
"5527",396500,12240,0
"5528",186500,3360,0
"5529",536500,2880,0
"5530",596500,10440,0
"5531",166500,4200,0
"5532",156500,2340,0
"5533",126500,2100,0
"5534",236500,11220,0
"5535",596500,8400,0
"5536",126500,2280,0
"5537",286500,7800,0
"5538",376500,6960,0
"5539",276500,5160,0
"5540",226500,8520,0
"5541",486500,13320,0
"5542",726500,9600,1
"5543",226500,5760,0
"5544",556500,30000,1
"5545",76500,2700,0
"5546",726500,10560,1
"5547",736500,10200,1
"5548",366500,7860,0
"5549",436500,7560,0
"5550",316500,7680,0
"5551",496500,10980,0
"5552",466500,4020,0
"5553",156500,1980,0
"5554",116500,2040,0
"5555",206500,2760,0
"5556",136500,7020,0
"5557",596500,16440,0
"5558",266500,7140,0
"5559",206500,2820,0
"5560",426500,4920,0
"5561",296500,7080,0
"5562",276500,6060,0
"5563",286500,7800,0
"5564",316500,8040,0
"5565",106500,3000,0
"5566",696500,4380,1
"5567",236500,4920,0
"5568",1236500,25020,1
"5569",206500,3720,0
"5570",456500,9000,0
"5571",526500,5700,0
"5572",366500,6600,0
"5573",406500,12540,0
"5574",126500,2220,0
"5575",506500,9060,1
"5576",256500,4320,0
"5577",636500,8400,0
"5578",346500,180,0
"5579",96500,1380,0
"5580",256500,3180,0
"5581",156500,2040,0
"5582",96500,1680,0
"5583",246500,5640,0
"5584",566500,17100,1
"5585",326500,4920,0
"5586",446500,19080,1
"5587",276500,4080,0
"5588",706500,13860,1
"5589",146500,2160,0
"5590",646500,10260,1
"5591",266500,6240,0
"5592",496500,5580,0
"5593",626500,8880,0
"5594",686500,5340,1
"5595",476500,9300,0
"5596",486500,5760,0
"5597",386500,8100,0
"5598",556500,10560,0
"5599",236500,2100,0
"5600",516500,8340,0
"5601",146500,2400,0
"5602",306500,6000,0
"5603",326500,9000,0
"5604",366500,5220,0
"5605",196500,5520,0
"5606",216500,4860,0
"5607",406500,7320,0
"5608",406500,8580,0
"5609",116500,4620,0
"5610",326500,6600,0
"5611",166500,4200,0
"5612",586500,7380,0
"5613",506500,6720,0
"5614",666500,10140,1
"5615",316500,3960,0
"5616",356500,14700,0
"5617",246500,6180,0
"5618",726500,9720,1
"5619",256500,6780,0
"5620",246500,6120,0
"5621",196500,8700,0
"5622",316500,7980,0
"5623",306500,3420,0
"5624",316500,7140,0
"5625",676500,15300,1
"5626",276500,9120,0
"5627",186500,2220,0
"5628",296500,7800,0
"5629",156500,2580,0
"5630",256500,7080,0
"5631",386500,8040,0
"5632",196500,2640,0
"5633",216500,3480,0
"5634",256500,7260,0
"5635",166500,7260,0
"5636",336500,7860,0
"5637",266500,3240,0
"5638",126500,1860,0
"5639",276500,3960,0
"5640",476500,4740,0
"5641",216500,2580,0
"5642",516500,7560,0
"5643",396500,12840,0
"5644",126500,10620,0
"5645",216500,6120,0
"5646",316500,3060,0
"5647",196500,3840,0
"5648",276500,6480,0
"5649",176500,6960,0
"5650",356500,5880,0
"5651",476500,8640,0
"5652",376500,5280,0
"5653",586500,13320,1
"5654",476500,13200,0
"5655",676500,13320,1
"5656",236500,3120,0
"5657",306500,5520,0
"5658",276500,4500,0
"5659",206500,4680,0
"5660",506500,4440,0
"5661",176500,6000,0
"5662",346500,11640,0
"5663",386500,6000,0
"5664",266500,5580,0
"5665",286500,6120,0
"5666",186500,3060,0
"5667",466500,22800,0
"5668",156500,2940,0
"5669",86500,1500,0
"5670",206500,3180,0
"5671",256500,7440,0
"5672",106500,2760,0
"5673",166500,5640,0
"5674",556500,9480,0
"5675",136500,2280,0
"5676",166500,3900,0
"5677",256500,3120,0
"5678",236500,10200,0
"5679",436500,4620,0
"5680",306500,6060,0
"5681",316500,5220,0
"5682",156500,6360,0
"5683",246500,8280,0
"5684",426500,5700,0
"5685",186500,3000,0
"5686",276500,7980,0
"5687",206500,4440,0
"5688",156500,2940,0
"5689",436500,7140,0
"5690",406500,11820,0
"5691",656500,10800,1
"5692",406500,7680,0
"5693",166500,9360,0
"5694",106500,3900,0
"5695",226500,6900,0
"5696",346500,5100,0
"5697",726500,15900,1
"5698",266500,6120,0
"5699",256500,6720,0
"5700",296500,3420,0
"5701",286500,3840,0
"5702",416500,31740,0
"5703",486500,7200,0
"5704",86500,3480,0
"5705",326500,6240,0
"5706",296500,18660,0
"5707",456500,8580,0
"5708",326500,4860,0
"5709",96500,3300,0
"5710",166500,7800,0
"5711",306500,5040,0
"5712",246500,10440,0
"5713",146500,3900,0
"5714",596500,7980,0
"5715",366500,4800,0
"5716",326500,4740,0
"5717",536500,14100,0
"5718",126500,3300,0
"5719",256500,5940,0
"5720",726500,2760,1
"5721",236500,3240,0
"5722",116500,2040,0
"5723",56500,2940,0
"5724",686500,22860,1
"5725",616500,22560,0
"5726",516500,12120,0
"5727",176500,3120,0
"5728",556500,6720,0
"5729",486500,7560,0
"5730",466500,6780,0
"5731",596500,10740,1
"5732",126500,4680,0
"5733",136500,3480,0
"5734",426500,0,0
"5735",726500,12900,1
"5736",406500,5880,0
"5737",306500,7260,0
"5738",366500,4860,0
"5739",306500,3900,0
"5740",196500,2820,0
"5741",226500,19560,0
"5742",156500,0,0
"5743",216500,2160,0
"5744",66500,2220,0
"5745",266500,2640,0
"5746",386500,5820,0
"5747",316500,5700,0
"5748",116500,4200,0
"5749",76500,2460,0
"5750",126500,2100,0
"5751",396500,9660,0
"5752",496500,12480,0
"5753",466500,6180,0
"5754",356500,11700,0
"5755",656500,10320,1
"5756",176500,6420,0
"5757",346500,9360,0
"5758",396500,6300,0
"5759",236500,8640,0
"5760",476500,10500,0
"5761",456500,6180,1
"5762",376500,11640,0
"5763",196500,2220,0
"5764",416500,10860,0
"5765",726500,9960,1
"5766",676500,11040,1
"5767",556500,8460,0
"5768",656500,7980,1
"5769",216500,2340,0
"5770",236500,5820,0
"5771",486500,10020,0
"5772",266500,8280,0
"5773",106500,1620,0
"5774",326500,9060,0
"5775",296500,4320,0
"5776",216500,2460,0
"5777",136500,2220,0
"5778",296500,6960,0
"5779",556500,11400,0
"5780",406500,16980,0
"5781",596500,7740,0
"5782",126500,3600,0
"5783",296500,4200,0
"5784",526500,4920,0
"5785",246500,6000,0
"5786",396500,6600,0
"5787",466500,13620,0
"5788",246500,1680,0
"5789",276500,4680,0
"5790",266500,4440,0
"5791",406500,5460,1
"5792",196500,5520,0
"5793",486500,9300,0
"5794",426500,9480,0
"5795",186500,5160,0
"5796",286500,4560,0
"5797",206500,2880,0
"5798",526500,16140,0
"5799",246500,0,0
"5800",496500,4980,0
"5801",126500,3480,0
"5802",296500,5160,0
"5803",596500,13380,1
"5804",496500,7620,0
"5805",386500,4500,0
"5806",196500,4620,0
"5807",306500,7080,0
"5808",476500,4320,0
"5809",186500,3360,0
"5810",216500,2160,0
"5811",116500,5460,0
"5812",116500,3660,0
"5813",606500,13860,1
"5814",346500,8520,0
"5815",146500,3240,0
"5816",76500,1380,0
"5817",236500,7380,0
"5818",786500,0,1
"5819",376500,7860,0
"5820",256500,4680,0
"5821",126500,3720,0
"5822",256500,6420,0
"5823",76500,2820,0
"5824",416500,4560,0
"5825",176500,2100,0
"5826",246500,4560,0
"5827",136500,5940,0
"5828",266500,5880,0
"5829",206500,4860,0
"5830",106500,4620,0
"5831",226500,2280,0
"5832",396500,12240,0
"5833",776500,20700,1
"5834",66500,2160,0
"5835",296500,5940,0
"5836",226500,4440,0
"5837",386500,4980,0
"5838",226500,2760,0
"5839",186500,3480,0
"5840",1096500,85140,1
"5841",466500,7920,0
"5842",446500,8700,0
"5843",456500,8160,0
"5844",376500,8640,0
"5845",436500,5940,0
"5846",286500,5820,0
"5847",166500,2280,0
"5848",366500,11460,0
"5849",566500,6060,1
"5850",186500,3780,0
"5851",296500,7500,0
"5852",386500,6600,0
"5853",66500,1380,0
"5854",186500,3840,0
"5855",126500,2460,0
"5856",336500,9960,0
"5857",326500,9000,0
"5858",216500,2280,0
"5859",316500,3840,0
"5860",366500,5160,0
"5861",426500,5520,0
"5862",456500,9120,0
"5863",436500,7800,0
"5864",246500,8340,0
"5865",226500,8280,0
"5866",436500,10020,1
"5867",96500,3360,0
"5868",156500,3300,0
"5869",306500,5040,0
"5870",486500,4980,0
"5871",656500,9180,0
"5872",206500,5700,0
"5873",366500,4140,0
"5874",486500,17160,1
"5875",416500,3240,0
"5876",76500,2280,0
"5877",366500,5280,0
"5878",416500,11520,0
"5879",266500,5640,0
"5880",486500,6900,0
"5881",496500,540,1
"5882",456500,14460,0
"5883",346500,6600,0
"5884",236500,4680,0
"5885",206500,3600,0
"5886",156500,2220,0
"5887",406500,12420,0
"5888",166500,3900,0
"5889",726500,10920,1
"5890",176500,1620,0
"5891",286500,11220,0
"5892",496500,0,0
"5893",86500,3240,0
"5894",726500,9660,1
"5895",426500,6960,0
"5896",336500,5940,0
"5897",426500,5400,1
"5898",176500,6120,0
"5899",196500,3840,0
"5900",216500,3420,0
"5901",396500,10320,0
"5902",226500,3000,0
"5903",206500,4320,0
"5904",246500,9900,0
"5905",246500,4800,0
"5906",206500,2940,0
"5907",376500,4440,0
"5908",226500,5400,0
"5909",396500,4620,0
"5910",186500,7680,0
"5911",166500,4380,0
"5912",206500,5340,0
"5913",156500,2640,0
"5914",96500,1980,0
"5915",206500,6180,0
"5916",346500,4740,0
"5917",86500,3360,0
"5918",156500,5160,0
"5919",306500,10500,0
"5920",476500,8100,0
"5921",436500,5820,0
"5922",146500,2520,0
"5923",216500,6420,0
"5924",606500,11520,1
"5925",286500,6660,0
"5926",276500,3660,0
"5927",306500,4440,0
"5928",116500,3240,0
"5929",286500,3240,0
"5930",166500,51420,0
"5931",46500,2640,0
"5932",96500,3480,0
"5933",286500,4140,0
"5934",116500,2400,0
"5935",176500,6240,0
"5936",136500,3120,0
"5937",516500,7020,0
"5938",196500,4560,0
"5939",286500,6900,0
"5940",1196500,18960,1
"5941",376500,9600,0
"5942",296500,5940,0
"5943",586500,14100,1
"5944",236500,2580,0
"5945",206500,3600,0
"5946",116500,0,0
"5947",356500,4680,0
"5948",306500,6480,0
"5949",456500,4920,0
"5950",116500,2460,0
"5951",116500,2580,0
"5952",436500,5940,0
"5953",96500,6300,0
"5954",586500,7320,0
"5955",456500,8640,0
"5956",256500,4320,0
"5957",146500,6120,0
"5958",156500,11820,0
"5959",126500,1800,0
"5960",726500,10320,1
"5961",176500,3540,0
"5962",96500,1320,0
"5963",246500,5820,0
"5964",236500,7200,0
"5965",566500,9060,1
"5966",186500,6240,0
"5967",606500,5520,1
"5968",466500,7380,0
"5969",246500,5640,0
"5970",366500,4560,0
"5971",616500,7980,1
"5972",306500,5280,0
"5973",336500,10740,0
"5974",316500,7860,0
"5975",296500,3900,0
"5976",686500,9600,1
"5977",226500,2520,0
"5978",86500,2160,0
"5979",216500,0,0
"5980",416500,7500,0
"5981",276500,12600,0
"5982",296500,7860,0
"5983",486500,14700,0
"5984",476500,5280,0
"5985",456500,7260,0
"5986",196500,9900,0
"5987",486500,5400,0
"5988",116500,2400,0
"5989",336500,7560,0
"5990",206500,3840,0
"5991",536500,6960,0
"5992",186500,3480,0
"5993",226500,5580,0
"5994",646500,9300,1
"5995",166500,3480,0
"5996",366500,6180,0
"5997",276500,11400,0
"5998",126500,6480,0
"5999",306500,5400,0
"6000",226500,5340,0
"6001",146500,1740,0
"6002",366500,4800,0
"6003",276500,3240,0
"6004",276500,3600,0
"6005",616500,21060,1
"6006",106500,2820,0
"6007",186500,2460,0
"6008",376500,6600,0
"6009",86500,2760,0
"6010",226500,3600,0
"6011",536500,10260,0
"6012",356500,9720,0
"6013",306500,9120,0
"6014",156500,2880,0
"6015",726500,13680,1
"6016",476500,11040,0
"6017",256500,7740,0
"6018",186500,11460,0
"6019",216500,4440,0
"6020",146500,3240,0
"6021",256500,6060,0
"6022",176500,1320,0
"6023",546500,6600,1
"6024",116500,3780,0
"6025",426500,6900,0
"6026",186500,3120,0
"6027",106500,420,0
"6028",446500,6180,0
"6029",726500,45360,1
"6030",106500,3900,0
"6031",456500,9420,1
"6032",256500,14640,0
"6033",576500,8580,0
"6034",356500,4920,0
"6035",316500,9420,0
"6036",166500,1920,0
"6037",246500,4080,0
"6038",306500,4500,0
"6039",386500,10800,0
"6040",366500,4740,0
"6041",406500,7320,0
"6042",376500,8160,0
"6043",326500,3540,0
"6044",256500,8400,0
"6045",486500,7260,0
"6046",576500,12900,0
"6047",356500,9000,0
"6048",386500,11820,0
"6049",126500,5100,0
"6050",276500,7320,0
"6051",126500,3180,0
"6052",456500,5940,0
"6053",206500,4680,0
"6054",316500,2760,0
"6055",246500,5820,0
"6056",316500,3180,0
"6057",336500,4260,0
"6058",276500,4920,0
"6059",136500,3180,0
"6060",296500,3000,0
"6061",206500,2160,0
"6062",656500,11100,1
"6063",486500,6600,0
"6064",476500,5940,0
"6065",716500,24420,1
"6066",536500,6360,0
"6067",346500,3840,0
"6068",246500,9060,0
"6069",306500,7200,0
"6070",386500,6840,0
"6071",326500,10740,0
"6072",436500,10380,0
"6073",386500,14220,0
"6074",526500,6120,0
"6075",446500,7620,0
"6076",226500,4200,0
"6077",226500,5520,0
"6078",326500,0,0
"6079",256500,4560,0
"6080",116500,5400,0
"6081",186500,3480,0
"6082",456500,14880,0
"6083",96500,5220,0
"6084",276500,7740,0
"6085",426500,18240,0
"6086",436500,9660,0
"6087",336500,4200,0
"6088",106500,3720,0
"6089",246500,3480,0
"6090",876500,11940,1
"6091",446500,6480,0
"6092",456500,12360,0
"6093",406500,6180,0
"6094",196500,4680,0
"6095",206500,4980,0
"6096",226500,5460,0
"6097",146500,5340,0
"6098",356500,4920,0
"6099",1046500,15060,1
"6100",286500,3240,0
"6101",346500,3660,0
"6102",376500,7320,0
"6103",66500,480,0
"6104",136500,2580,0
"6105",226500,3480,0
"6106",206500,2820,0
"6107",326500,5580,0
"6108",246500,4440,0
"6109",396500,13620,0
"6110",286500,3420,0
"6111",516500,11040,0
"6112",226500,6240,0
"6113",356500,5700,0
"6114",106500,1500,0
"6115",486500,5340,0
"6116",126500,2640,0
"6117",126500,1380,0
"6118",326500,4920,0
"6119",286500,9900,0
"6120",256500,4320,0
"6121",76500,2580,0
"6122",166500,5760,0
"6123",726500,8400,1
"6124",156500,1380,0
"6125",226500,5940,0
"6126",186500,3720,0
"6127",686500,10200,1
"6128",446500,5640,0
"6129",186500,4440,0
"6130",356500,31740,0
"6131",106500,2460,0
"6132",466500,4920,0
"6133",516500,7380,0
"6134",566500,8160,1
"6135",436500,5640,0
"6136",366500,4200,0
"6137",356500,7620,0
"6138",196500,3780,0
"6139",206500,3000,0
"6140",446500,5700,0
"6141",426500,7260,0
"6142",666500,8940,1
"6143",286500,0,0
"6144",196500,2820,0
"6145",146500,4560,0
"6146",206500,3180,0
"6147",176500,3780,0
"6148",486500,11160,0
"6149",466500,7620,0
"6150",246500,5940,0
"6151",236500,5700,0
"6152",196500,9540,0
"6153",486500,9060,0
"6154",1026500,10920,1
"6155",406500,5280,0
"6156",666500,12240,0
"6157",216500,2760,0
"6158",156500,3720,0
"6159",276500,66240,0
"6160",256500,6780,0
"6161",356500,4200,0
"6162",236500,6960,0
"6163",306500,7620,0
"6164",226500,10440,0
"6165",236500,8280,0
"6166",196500,6540,0
"6167",506500,6720,1
"6168",146500,4800,0
"6169",316500,17700,0
"6170",276500,6540,0
"6171",586500,10620,1
"6172",806500,16860,1
"6173",206500,5220,0
"6174",386500,4440,0
"6175",256500,6180,0
"6176",226500,2520,0
"6177",176500,3060,0
"6178",146500,3960,0
"6179",116500,2340,0
"6180",206500,5640,0
"6181",226500,4800,0
"6182",506500,18960,0
"6183",106500,4200,0
"6184",436500,5880,0
"6185",556500,52440,1
"6186",96500,1920,0
"6187",196500,2160,0
"6188",376500,6840,0
"6189",296500,5400,0
"6190",146500,4800,0
"6191",366500,4980,0
"6192",726500,7020,1
"6193",326500,4860,0
"6194",116500,3240,0
"6195",226500,10500,0
"6196",256500,9420,0
"6197",246500,8280,0
"6198",376500,7380,1
"6199",256500,2820,0
"6200",196500,8100,0
"6201",1006500,5100,1
"6202",376500,10440,0
"6203",136500,2220,0
"6204",116500,7740,0
"6205",166500,3480,0
"6206",256500,10680,0
"6207",206500,4200,0
"6208",306500,6060,0
"6209",286500,6000,0
"6210",286500,4980,0
"6211",156500,3900,0
"6212",506500,7140,0
"6213",126500,7260,0
"6214",226500,3420,0
"6215",176500,4020,0
"6216",246500,0,0
"6217",1286500,13320,1
"6218",416500,6060,0
"6219",296500,3900,0
"6220",356500,11220,0
"6221",106500,1440,0
"6222",286500,3480,0
"6223",386500,5820,0
"6224",456500,8400,0
"6225",226500,2760,0
"6226",706500,7980,1
"6227",106500,4200,0
"6228",316500,6480,0
"6229",556500,7140,1
"6230",496500,11820,0
"6231",246500,7680,0
"6232",466500,14520,0
"6233",366500,8880,0
"6234",256500,6960,0
"6235",176500,2580,0
"6236",676500,8340,0
"6237",336500,5520,0
"6238",536500,5220,0
"6239",266500,5220,0
"6240",136500,2040,0
"6241",486500,7140,0
"6242",396500,6000,0
"6243",586500,47040,0
"6244",606500,16200,1
"6245",106500,1440,0
"6246",176500,3120,0
"6247",416500,5760,0
"6248",216500,3180,0
"6249",476500,6960,1
"6250",226500,3420,0
"6251",256500,5760,0
"6252",256500,8220,0
"6253",206500,5520,0
"6254",186500,4020,0
"6255",126500,2820,0
"6256",596500,11100,1
"6257",756500,7560,1
"6258",466500,7200,0
"6259",216500,2400,0
"6260",316500,6780,0
"6261",336500,6600,0
"6262",216500,7260,0
"6263",436500,5580,1
"6264",456500,9360,0
"6265",526500,5280,0
"6266",126500,5880,0
"6267",506500,13020,0
"6268",336500,4560,0
"6269",746500,9420,1
"6270",396500,5640,0
"6271",256500,8040,0
"6272",116500,1500,0
"6273",486500,14220,0
"6274",186500,3180,0
"6275",266500,2700,0
"6276",246500,7380,0
"6277",346500,6360,0
"6278",486500,7680,0
"6279",446500,5760,0
"6280",276500,4320,0
"6281",316500,3360,0
"6282",356500,8040,0
"6283",596500,18360,1
"6284",506500,8940,0
"6285",286500,0,0
"6286",526500,6780,1
"6287",176500,10440,0
"6288",566500,8940,1
"6289",346500,7200,0
"6290",156500,4260,0
"6291",256500,6300,0
"6292",316500,2700,0
"6293",426500,7020,0
"6294",536500,12180,1
"6295",276500,5580,0
"6296",476500,9000,0
"6297",186500,5940,0
"6298",626500,16440,0
"6299",456500,4380,0
"6300",426500,7140,0
"6301",96500,2340,0
"6302",436500,16560,0
"6303",406500,5100,0
"6304",306500,4080,1
"6305",156500,5940,0
"6306",346500,5460,0
"6307",96500,5100,0
"6308",156500,11460,0
"6309",196500,4500,0
"6310",376500,4020,0
"6311",216500,4560,0
"6312",396500,5820,0
"6313",266500,4620,0
"6314",126500,1860,0
"6315",206500,3660,0
"6316",686500,9780,1
"6317",396500,4740,0
"6318",476500,16260,0
"6319",236500,3060,0
"6320",406500,6780,0
"6321",186500,4140,0
"6322",396500,6660,0
"6323",326500,6240,0
"6324",216500,7140,0
"6325",96500,2940,0
"6326",406500,4920,0
"6327",236500,3360,0
"6328",426500,11040,0
"6329",206500,4740,0
"6330",186500,3540,0
"6331",706500,18060,1
"6332",476500,6480,0
"6333",326500,5040,0
"6334",316500,3480,0
"6335",306500,8100,0
"6336",736500,12660,1
"6337",286500,9420,0
"6338",566500,10920,1
"6339",496500,10500,1
"6340",266500,3420,0
"6341",306500,5220,0
"6342",256500,7200,0
"6343",146500,7020,0
"6344",226500,3300,0
"6345",426500,4260,0
"6346",246500,6000,0
"6347",606500,23700,0
"6348",336500,16020,0
