loan_amount,income,status
206500,2100,0
236500,3720,0
336500,4440,0
706500,10920,1
66500,6780,0
306500,7680,0
516500,8640,0
426500,5460,0
66500,3000,0
336500,7440,0
386500,7980,0
146500,2940,0
206500,6180,0
486500,5160,0
286500,6960,0
106500,1500,0
256500,4200,0
286500,7800,0
326500,4380,0
116500,4500,0
466500,11760,0
206500,4380,0
506500,7140,0
206500,5100,0
476500,8160,0
196500,5100,0
276500,17640,0
696500,9480,1
146500,2820,0
266500,5700,0
636500,7800,1
726500,24540,1
146500,14580,0
446500,4380,0
416500,10020,0
306500,6060,0
176500,6180,0
626500,15180,0
326500,8460,0
176500,2700,0
586500,8280,0
136500,3600,0
316500,5760,0
216500,4980,0
406500,6000,0
526500,7680,1
56500,1200,0
276500,13740,0
456500,19680,0
276500,5220,0
276500,6420,0
166500,3120,0
246500,5880,0
306500,6420,0
266500,7020,0
606500,10980,1
186500,10140,0
106500,1740,0
286500,2280,0
166500,2100,0
506500,6060,0
346500,4620,0
236500,4680,0
356500,5640,0
86500,1380,0
136500,3300,0
126500,5160,0
336500,6480,0
86500,2040,0
656500,7140,1
126500,5280,0
586500,20280,1
316500,6000,0
416500,9180,0
386500,6300,0
376500,9420,0
176500,5820,0
396500,6540,0
676500,11760,1
306500,3000,0
146500,2760,0
696500,11280,1
826500,8760,1
176500,8520,0
306500,0,0
226500,14100,0
586500,10440,1
386500,11160,1
366500,4260,0
76500,2460,0
466500,6840,0
376500,5820,0
166500,1980,0
316500,6660,0
206500,2040,0
406500,5940,0
256500,4980,0
76500,1080,0
536500,5520,0
276500,7140,0
176500,5640,0
496500,4920,0
216500,2100,0
246500,6360,0
266500,4980,0
376500,4200,0
216500,4020,0
326500,5220,0
316500,10020,0
166500,3180,0
316500,9000,0
266500,3720,0
176500,54960,0
436500,19440,0
236500,3180,0
366500,7380,0
176500,3060,1
286500,15480,0
146500,2280,0
126500,3300,0
406500,7260,0
716500,8760,1
206500,6000,0
616500,10860,1
226500,7200,0
506500,11400,0
456500,11100,0
516500,11400,0
86500,7980,0
56500,3180,0
466500,10320,0
126500,1020,0
336500,6960,0
366500,7260,0
106500,6660,0
276500,8280,0
86500,3240,0
296500,5760,0
406500,4020,0
476500,11940,0
356500,12300,0
106500,3480,0
336500,10320,0
486500,9780,0
396500,7680,0
176500,8040,0
456500,11880,0
696500,51420,1
206500,8160,0
286500,6600,0
586500,6180,1
216500,3960,0
666500,11580,1
136500,3660,0
306500,8280,0
696500,13440,1
476500,5040,0
136500,6420,0
426500,8520,0
196500,7860,0
466500,18000,0
366500,3300,0
526500,6000,0
266500,8040,0
236500,8280,0
126500,2700,0
216500,5280,0
476500,25380,0
186500,2580,0
156500,7500,0
786500,38400,1
106500,6180,0
396500,8880,0
446500,7500,0
206500,6120,0
626500,12120,1
266500,4860,0
306500,7680,0
76500,6540,0
296500,8160,0
146500,3120,0
226500,2760,0
676500,18780,1
116500,9120,0
216500,5640,0
456500,5160,0
306500,6720,0
386500,6060,0
156500,7740,0
86500,4020,0
206500,6900,0
156500,3300,0
406500,15120,0
406500,6420,0
386500,8880,0
166500,7260,0
266500,6420,0
616500,7920,0
426500,16920,0
286500,6960,0
486500,10440,0
206500,7380,0
256500,4260,0
306500,8940,0
196500,2100,0
76500,1680,0
336500,6900,0
296500,2760,0
386500,12840,0
256500,3000,0
596500,11460,1
446500,9660,0
176500,3120,0
476500,12540,0
416500,5400,0
486500,6420,0
466500,8640,0
366500,5100,0
606500,3600,1
256500,2700,0
156500,3120,0
436500,6540,0
696500,10440,1
456500,6600,0
226500,6660,0
216500,4200,0
306500,20760,0
236500,5880,0
236500,6600,0
396500,4500,0
506500,4680,0
346500,4980,0
156500,4200,0
206500,6060,0
206500,1740,0
206500,5520,0
226500,2880,0
216500,4860,0
486500,11100,0
206500,3540,0
576500,11340,1
286500,4500,0
276500,3360,0
356500,3780,0
106500,3720,0
316500,6000,0
456500,15300,0
686500,9060,1
216500,4200,0
636500,7860,1
966500,14700,1
426500,13320,0
326500,14760,0
276500,7440,0
806500,16380,1
306500,6120,0
646500,13620,1
506500,16320,0
526500,10260,0
306500,6900,0
186500,4260,0
606500,5400,1
366500,7620,0
276500,3420,0
246500,4080,0
406500,3360,0
126500,2820,0
166500,2100,0
266500,20220,0
146500,4920,0
316500,12600,0
666500,17940,0
216500,2820,0
466500,12780,0
506500,9000,0
646500,8880,1
296500,6720,0
476500,5340,0
156500,3600,0
296500,6300,0
596500,10260,0
146500,3840,0
416500,7260,0
396500,6780,0
326500,4020,0
76500,2460,0
316500,8760,0
276500,6180,0
276500,2820,0
126500,2340,0
376500,12960,0
296500,3000,0
146500,2220,0
326500,10620,0
196500,1980,0
356500,4800,0
206500,3420,0
406500,6900,0
466500,7680,0
276500,10200,0
316500,4980,0
226500,2580,0
466500,5460,0
176500,4740,0
406500,5880,0
906500,18180,1
446500,14940,0
236500,6300,0
426500,9960,0
196500,2580,0
296500,6840,0
56500,2880,0
436500,4080,0
356500,7200,0
256500,7500,0
526500,11760,0
56500,3780,0
126500,1500,0
336500,12420,0
156500,3540,0
246500,7980,0
416500,8100,0
206500,3120,0
806500,9120,1
166500,4140,0
336500,6060,0
306500,11760,0
606500,6900,0
556500,7620,1
506500,7140,0
536500,10980,0
276500,3600,0
206500,4080,0
216500,11580,0
186500,5940,0
386500,7440,0
176500,6240,0
676500,13260,1
456500,12540,0
326500,4560,0
486500,6480,0
506500,10680,0
626500,7980,1
206500,3000,0
246500,9000,0
146500,3000,0
276500,3120,0
456500,5580,0
306500,3120,0
126500,3180,0
726500,11280,1
876500,14220,1
216500,3420,0
176500,1680,0
466500,6720,1
316500,8640,0
76500,2160,0
256500,4380,0
186500,4740,0
486500,6540,0
126500,4260,0
446500,9540,0
116500,3840,0
376500,8700,0
156500,3060,0
726500,11940,1
276500,11340,0
256500,4620,0
546500,9900,1
386500,4200,0
536500,6840,1
406500,9660,0
256500,7200,0
246500,3060,0
146500,1560,0
196500,1920,0
206500,11460,0
196500,2820,0
406500,7080,0
156500,5880,0
316500,7320,0
376500,5700,0
316500,6720,0
166500,3300,0
466500,7980,0
246500,4740,0
286500,4500,0
116500,2040,0
436500,7080,0
536500,12480,1
686500,22140,1
126500,2280,0
446500,7320,0
256500,4680,0
346500,6960,0
436500,15660,0
596500,13980,0
476500,11820,0
146500,6300,0
396500,14880,0
46500,1260,0
236500,4260,0
186500,0,0
256500,7560,0
236500,8880,0
366500,7560,0
476500,4500,0
246500,4020,0
716500,11160,0
196500,4500,0
406500,15360,0
176500,7200,0
136500,5400,0
486500,7260,0
236500,7860,0
456500,6900,0
316500,4800,0
186500,3960,0
746500,9960,1
236500,4980,0
586500,9120,1
486500,11100,0
386500,6000,0
166500,5280,0
196500,3540,0
426500,17820,0
406500,5820,0
76500,2340,0
306500,0,0
326500,6420,0
456500,6240,0
436500,9960,0
466500,6960,0
876500,8400,1
226500,6000,0
146500,2700,0
106500,4860,0
276500,5340,0
286500,3000,0
166500,2160,0
726500,9780,1
546500,6300,0
396500,5820,0
466500,7980,0
166500,0,0
276500,8880,0
596500,8400,1
246500,7080,0
136500,5100,0
656500,8160,0
596500,7200,0
356500,7260,0
166500,4020,0
136500,2580,0
326500,13020,0
426500,3960,0
346500,16680,0
376500,7020,0
376500,9720,0
316500,7740,0
426500,8220,0
566500,4860,1
426500,9360,0
356500,3900,0
136500,3180,0
546500,6420,1
226500,3000,0
126500,2460,0
176500,2580,0
206500,5580,0
306500,4140,0
306500,30060,0
466500,8280,0
666500,10200,1
266500,7440,0
106500,3480,0
186500,3060,0
156500,2760,0
356500,5160,0
176500,3360,0
306500,10440,0
436500,8100,0
466500,6780,0
316500,4500,0
106500,11640,0
176500,5100,0
486500,10260,0
326500,5880,0
156500,2520,0
956500,50700,1
236500,3720,0
346500,10200,0
406500,7440,0
196500,14460,0
146500,6960,0
406500,10080,0
456500,6000,0
386500,6120,0
216500,4320,0
236500,3960,0
596500,8880,1
86500,1500,0
406500,6420,0
726500,11520,1
386500,7620,0
616500,7980,0
256500,4860,0
266500,4560,0
336500,3120,0
176500,3000,0
396500,8520,0
366500,10080,0
376500,6780,0
386500,7500,0
386500,4980,0
116500,2400,0
296500,3720,0
136500,5280,0
376500,6000,0
96500,1560,0
416500,6720,0
276500,3600,0
166500,5760,0
86500,5340,0
376500,6240,0
516500,0,0
366500,8400,0
686500,12780,1
266500,5820,0
396500,5820,0
196500,2880,0
286500,5340,0
506500,11760,0
196500,3720,0
346500,6660,0
36500,2280,0
206500,5640,0
386500,6060,0
196500,6000,0
326500,6780,0
126500,2040,0
236500,3000,0
136500,3360,0
386500,6060,0
176500,3720,0
156500,3840,0
296500,5700,0
256500,12900,0
346500,7200,0
156500,3960,0
176500,3120,0
256500,2880,0
526500,4980,1
436500,13440,0
136500,3900,0
396500,5100,0
296500,5040,0
576500,9240,1
256500,3600,0
156500,4140,0
426500,9720,0
456500,15780,0
126500,1620,0
196500,1680,0
386500,7680,0
346500,6360,0
256500,5760,0
116500,5460,0
416500,4920,0
166500,6780,0
456500,5280,0
266500,7020,0
176500,3060,0
126500,5040,0
136500,4980,0
236500,2220,0
486500,6000,1
156500,4140,0
406500,0,0
206500,2940,0
306500,3360,0
456500,25320,0
76500,2100,0
176500,4080,0
526500,11040,0
86500,2040,0
256500,3840,0
306500,4320,0
106500,5760,0
226500,3060,0
166500,2460,0
486500,10800,0
286500,8760,0
246500,12060,0
726500,9660,1
246500,5760,0
486500,18780,0
376500,8100,0
546500,8760,1
96500,1680,0
276500,2760,0
566500,6180,0
356500,6180,0
596500,12840,0
76500,4860,0
486500,19260,1
186500,4380,0
366500,7740,0
676500,10380,1
276500,3360,0
286500,7860,0
256500,5340,0
226500,7560,0
236500,4560,0
1036500,25800,1
336500,7980,0
206500,1980,0
226500,0,0
136500,3420,0
136500,1980,0
406500,5040,0
126500,4740,0
316500,3360,0
676500,12180,1
216500,10080,0
436500,13620,0
346500,7380,0
306500,8880,0
356500,5640,0
226500,3840,0
596500,8940,1
186500,10320,0
266500,13440,0
266500,7500,0
276500,4140,0
516500,11640,0
596500,8940,1
276500,6960,0
236500,6540,0
456500,7440,1
236500,2580,0
156500,5280,0
206500,4140,0
336500,4260,0
296500,6420,0
206500,14520,0
166500,5640,0
296500,6780,0
86500,900,0
846500,19740,1
176500,2940,0
476500,10260,1
406500,6900,0
206500,2400,0
396500,11460,0
926500,6960,1
166500,2280,0
286500,8400,0
556500,7800,1
376500,7500,0
336500,8160,0
406500,8880,0
236500,4020,0
416500,8100,0
226500,5040,0
446500,10980,0
126500,3060,0
586500,8700,0
336500,12180,0
486500,7500,1
346500,0,0
266500,3840,0
266500,6000,0
286500,5880,0
336500,3600,0
106500,1260,0
226500,3540,0
236500,3660,0
346500,10680,0
666500,7560,1
606500,14220,0
336500,17760,0
396500,8940,0
726500,9720,1
626500,7920,1
156500,4380,0
506500,7800,0
456500,7140,0
196500,4500,0
206500,3720,0
96500,2400,0
726500,0,1
296500,16380,0
476500,9120,0
236500,2580,0
116500,1800,0
296500,9960,0
176500,4140,0
676500,8040,1
236500,6540,0
1336500,26040,1
276500,1440,0
146500,2340,0
256500,7500,0
576500,9480,1
316500,5460,0
396500,3960,0
166500,2820,0
106500,3240,0
246500,4500,0
486500,18480,0
686500,10620,1
186500,4560,0
896500,13740,1
386500,19740,0
636500,9000,1
276500,16740,0
456500,9420,0
356500,6840,0
126500,4920,0
476500,7320,0
156500,5160,0
286500,6900,0
606500,10920,1
296500,6840,0
366500,8520,0
296500,5400,0
416500,5820,0
566500,16920,0
156500,5040,0
536500,16860,1
416500,7500,0
296500,10740,0
326500,11880,0
216500,2160,0
476500,9060,0
156500,6060,0
316500,3540,0
356500,13380,0
546500,7620,0
296500,4320,0
246500,3120,0
146500,15420,0
276500,2880,0
596500,7920,1
266500,12240,0
176500,2940,0
86500,2760,0
126500,9000,0
216500,4860,0
296500,3660,0
216500,4020,0
676500,8580,1
206500,4200,0
286500,5700,0
446500,6300,0
626500,11040,1
206500,3180,0
296500,11280,0
226500,3840,0
146500,3720,0
106500,5700,0
286500,11940,0
236500,2760,0
86500,2640,0
266500,8700,0
666500,10380,1
396500,10320,0
266500,10080,0
436500,6120,0
256500,3240,0
376500,10140,0
206500,5760,0
536500,22980,1
166500,2160,0
106500,8700,0
456500,6420,1
206500,8820,0
386500,11700,0
206500,3180,0
336500,5280,0
246500,2100,0
236500,3780,0
676500,14520,1
416500,8460,0
186500,1620,0
326500,4440,0
486500,7560,0
286500,4140,0
416500,8580,0
246500,9660,0
526500,5280,0
1006500,7680,1
116500,2340,0
426500,5100,0
66500,10200,0
266500,5340,0
206500,4380,0
426500,11460,0
476500,6240,0
206500,3060,0
286500,7140,0
166500,5040,0
726500,18120,1
306500,6180,0
606500,8880,1
176500,9060,0
676500,6240,1
456500,8640,0
596500,10140,0
406500,6240,0
456500,5280,0
36500,3600,0
366500,6180,0
196500,3900,0
726500,18420,1
146500,2700,0
186500,2760,0
246500,1740,0
246500,5820,0
526500,18000,0
346500,4260,0
346500,6120,1
206500,1800,0
426500,4920,0
406500,6060,0
176500,3540,0
176500,3360,0
116500,2940,0
326500,5460,0
186500,4020,0
106500,1440,0
116500,114900,0
246500,4560,0
266500,4920,0
636500,6600,1
246500,9960,0
196500,6900,0
306500,5280,0
66500,2880,0
736500,8220,1
286500,3960,0
86500,1680,0
736500,15480,1
406500,6360,0
266500,4200,0
366500,7500,0
216500,2820,0
136500,1800,0
276500,3900,0
76500,1260,0
486500,7920,0
106500,1740,0
266500,5100,0
526500,34200,0
706500,20040,0
256500,19860,0
246500,3240,0
676500,7980,1
156500,4380,0
416500,15480,0
416500,5580,0
286500,2760,0
286500,4800,0
236500,2640,0
396500,10980,0
206500,4560,0
366500,3540,0
176500,3420,0
126500,1440,0
466500,9660,0
676500,22800,1
306500,9420,0
316500,13680,0
426500,12240,0
466500,4380,0
326500,5520,0
206500,2100,0
76500,1800,0
186500,3060,0
116500,1440,0
106500,3120,0
316500,0,0
206500,3060,0
256500,6300,0
206500,3060,0
616500,7800,0
456500,14220,0
236500,3180,0
236500,5940,0
366500,5280,0
326500,4020,0
126500,3720,0
156500,4020,0
316500,5040,0
546500,12480,0
236500,13920,0
276500,8280,0
476500,7800,0
126500,4500,0
476500,10260,0
306500,4260,0
916500,14400,1
306500,6360,0
556500,4380,0
126500,5520,0
386500,4920,0
56500,5580,0
446500,7260,0
426500,10560,0
446500,7860,0
216500,4320,0
116500,3360,0
216500,2580,0
96500,2100,0
246500,13620,0
486500,4320,0
286500,5280,0
406500,8340,0
196500,3060,0
286500,2820,0
466500,15240,0
476500,11400,0
256500,3600,0
236500,4140,0
246500,4680,0
526500,17340,1
726500,14100,1
246500,5280,0
276500,9480,0
296500,5400,0
256500,6420,0
176500,6300,0
346500,2760,0
346500,7260,0
236500,2940,0
106500,2640,0
156500,3180,0
146500,3840,0
76500,1680,0
346500,5340,0
326500,3120,0
206500,1980,0
396500,6240,0
1916500,29700,1
396500,6960,0
716500,7920,1
156500,3240,0
496500,33780,0
356500,10860,0
406500,6180,0
256500,5400,0
406500,9960,0
316500,6180,0
466500,11100,1
56500,2820,0
366500,4920,0
126500,1200,0
256500,14340,0
546500,6000,1
176500,2400,0
436500,6540,0
86500,1560,0
546500,8160,0
346500,9060,0
476500,7200,0
206500,4500,0
546500,10620,0
286500,14700,0
556500,21120,1
86500,3420,0
296500,3960,0
306500,5520,0
236500,4200,0
116500,2820,0
176500,6720,0
566500,5640,1
196500,2820,0
346500,7740,0
726500,17280,1
456500,6600,0
206500,6000,0
496500,6480,0
146500,3600,0
256500,8940,0
146500,2520,0
226500,3240,0
346500,6000,0
126500,4740,0
286500,7680,0
606500,8580,1
166500,3420,0
526500,18180,0
516500,10740,0
546500,8760,0
426500,10740,0
326500,5400,0
506500,8880,0
396500,5820,0
116500,6960,0
446500,4800,0
426500,9120,0
366500,3780,0
86500,2820,0
376500,3420,0
106500,0,0
256500,20700,0
426500,6840,0
396500,3900,0
246500,3300,0
96500,3180,0
166500,2820,0
426500,3180,0
306500,6120,0
96500,1680,0
386500,9480,0
176500,3780,0
306500,2700,0
326500,3600,0
106500,1680,0
386500,4560,0
156500,4920,0
246500,13020,0
486500,9300,0
286500,3120,0
286500,7080,0
426500,7860,0
416500,9960,0
256500,3240,0
336500,8100,0
166500,2580,0
106500,1620,0
196500,5820,0
366500,4980,0
106500,3300,0
466500,8460,0
126500,3600,0
126500,4980,0
346500,4440,0
396500,8280,0
126500,15480,0
296500,4500,0
616500,12240,1
206500,3300,0
566500,7200,1
126500,4200,0
246500,5580,0
866500,15720,1
236500,11640,0
536500,5160,0
546500,6060,1
516500,8220,0
386500,17580,0
116500,3060,0
486500,4860,0
206500,3600,0
396500,6120,0
246500,4200,0
206500,3360,0
116500,3960,0
246500,4020,0
606500,7140,0
336500,7920,0
196500,4980,0
346500,8520,0
126500,4380,0
436500,9600,0
416500,7860,0
436500,4560,0
726500,12780,1
516500,16500,1
436500,10980,1
346500,5760,0
346500,0,0
346500,8400,0
506500,6660,0
316500,5880,0
36500,2520,0
66500,1980,0
106500,1620,0
366500,4140,0
306500,3780,0
486500,13860,0
296500,4500,0
176500,2460,0
266500,3240,0
626500,8220,0
106500,3420,0
466500,5280,0
426500,10140,0
476500,14040,0
446500,3960,0
166500,3480,0
546500,13020,0
536500,10440,1
426500,12060,0
206500,4260,0
106500,12120,0
376500,8400,0
406500,6120,0
86500,1860,0
76500,1980,0
106500,2580,0
616500,11280,1
426500,19980,0
76500,1320,0
166500,2700,0
586500,5940,1
726500,18420,1
126500,4860,0
206500,7200,0
166500,5220,0
306500,4260,0
626500,19500,0
216500,900,0
216500,2220,0
336500,3120,0
556500,6300,1
176500,4080,0
726500,8100,1
526500,17760,0
236500,5280,0
726500,10140,1
266500,9180,0
406500,3720,0
256500,2700,0
486500,8640,0
176500,3120,0
116500,2100,0
396500,5700,0
366500,5340,0
116500,1620,0
326500,4500,0
246500,4860,0
136500,2340,0
76500,5580,0
736500,27000,0
316500,3840,0
386500,18000,0
606500,10800,1
496500,5760,1
476500,9780,1
266500,19920,0
726500,9900,1
406500,6900,0
146500,2460,0
146500,2400,0
116500,3660,0
566500,9120,0
86500,3540,0
396500,10500,0
206500,3480,0
76500,1800,0
206500,3540,0
456500,4860,1
426500,4680,0
146500,4200,0
156500,10500,0
486500,7800,0
366500,9540,0
206500,8940,0
226500,2460,0
186500,2280,0
596500,9840,1
476500,14280,0
396500,6660,0
226500,4020,0
416500,3540,0
286500,4920,0
386500,14700,0
136500,2400,0
316500,4080,0
306500,13200,0
356500,5340,0
306500,6300,0
396500,5520,0
266500,4440,0
486500,5820,1
626500,6780,1
236500,4080,0
86500,1560,0
276500,4200,0
446500,16200,0
616500,13920,1
476500,0,0
406500,6360,0
496500,7740,0
316500,6180,0
446500,5220,0
186500,3900,0
356500,7320,0
276500,3720,0
136500,2400,0
476500,7980,0
276500,2520,0
676500,14820,1
676500,14220,1
1026500,15420,1
166500,4500,0
256500,2820,0
116500,2580,0
106500,1500,0
556500,4200,0
326500,5340,0
296500,4500,0
356500,12360,0
406500,7800,0
626500,8880,0
216500,5700,0
256500,0,0
286500,4680,0
186500,5220,0
106500,2520,0
206500,10800,0
186500,2580,0
286500,4860,0
296500,10320,0
316500,4440,0
126500,2820,0
296500,3120,0
256500,3360,0
126500,6840,0
386500,4020,0
406500,7020,0
216500,4020,0
536500,4860,0
186500,5880,0
386500,5640,0
476500,7980,1
206500,5100,0
536500,9060,1
406500,5580,0
366500,8880,0
126500,2400,0
126500,1500,0
386500,12060,0
566500,7080,1
196500,0,0
256500,4980,0
366500,7860,0
336500,5760,0
316500,7980,0
56500,2280,0
456500,7680,0
156500,3180,0
586500,12000,1
206500,6000,0
136500,3540,0
56500,3000,0
696500,7860,1
246500,3180,0
776500,8340,1
346500,5040,0
176500,8760,0
326500,7920,0
356500,5820,0
186500,1740,0
216500,3240,0
156500,4260,0
486500,17340,0
226500,4200,0
156500,2220,0
356500,4080,0
286500,5400,0
156500,2700,0
166500,3480,0
606500,7140,1
176500,2460,0
436500,7440,0
426500,7440,0
76500,8160,0
426500,6540,1
396500,20580,0
346500,5820,0
136500,6360,0
156500,2820,0
446500,9480,0
676500,11640,1
116500,2460,0
686500,16740,1
96500,4440,0
606500,600,0
66500,1440,0
186500,6120,0
376500,7260,0
226500,3000,0
56500,2160,0
376500,7920,0
126500,1680,0
206500,4860,0
516500,5400,0
356500,5040,0
656500,8160,0
276500,10920,0
136500,4080,0
686500,18000,1
436500,6540,0
226500,3000,0
726500,11820,1
456500,7380,0
676500,11280,1
556500,10800,0
586500,11160,1
526500,8040,1
256500,7380,0
456500,5220,1
186500,3720,0
666500,14520,1
206500,19980,0
416500,21600,0
376500,3840,0
426500,3180,0
386500,8880,0
226500,2880,0
206500,4140,0
606500,8700,1
466500,10500,0
176500,4980,0
226500,5940,0
106500,3240,0
486500,55800,1
146500,3660,0
476500,10440,0
316500,10680,0
366500,11580,0
316500,6240,0
396500,8100,0
606500,15180,1
446500,9120,0
296500,3900,0
166500,3780,0
406500,7680,0
76500,2160,0
936500,28920,1
476500,6660,0
346500,6660,0
106500,2640,0
256500,5460,0
406500,6840,0
366500,5580,0
236500,2580,0
306500,6000,0
246500,9180,0
286500,4440,0
246500,4860,0
336500,4380,0
686500,14400,1
106500,1800,0
326500,5700,0
406500,8400,0
356500,5100,0
206500,2520,0
576500,7860,1
256500,5340,0
566500,7860,0
246500,3180,0
256500,5400,0
126500,3420,0
436500,7800,0
176500,3960,0
246500,5160,0
606500,5880,0
486500,9480,0
256500,4380,0
496500,0,0
416500,8100,0
176500,4080,0
116500,1080,0
676500,7620,1
206500,2220,0
606500,8580,1
466500,10920,0
456500,8820,1
236500,4080,0
126500,3060,0
136500,2820,0
136500,2220,0
336500,12480,0
366500,5340,0
186500,4500,0
126500,2580,0
236500,4560,0
86500,2340,0
226500,3360,0
416500,7980,0
226500,4740,0
546500,9120,1
436500,10380,0
186500,3240,0
236500,2760,0
356500,11040,0
216500,3720,0
226500,4680,0
96500,4560,0
226500,2580,0
206500,5220,0
126500,1800,0
426500,5700,0
606500,16740,0
66500,2580,0
346500,5880,0
416500,8880,0
266500,12900,0
136500,6180,0
266500,4920,0
236500,4320,0
186500,2100,0
426500,10560,0
646500,13620,1
286500,4380,0
476500,13200,1
486500,17640,0
56500,3960,0
446500,10140,0
126500,2100,0
166500,3900,0
326500,4860,0
506500,0,0
176500,4320,0
436500,9480,0
596500,6480,1
186500,3660,0
426500,9000,0
406500,22020,0
646500,11760,1
236500,7680,0
146500,2580,0
256500,9060,0
216500,4020,0
86500,0,0
376500,4440,0
566500,6840,0
386500,8040,0
386500,6600,0
526500,11760,0
456500,5580,0
126500,2820,0
306500,6660,0
726500,7980,1
356500,9060,0
486500,11340,0
276500,180,0
226500,3420,0
216500,4920,0
286500,8700,0
446500,6360,0
86500,2220,0
486500,8460,0
316500,5820,0
206500,4080,0
536500,6900,0
216500,4020,0
206500,6120,0
366500,8340,0
256500,8160,0
146500,4080,0
1126500,16380,1
336500,6960,0
646500,8400,1
76500,180,0
456500,9360,0
336500,2940,0
666500,10560,1
156500,5700,0
406500,6180,0
576500,8400,1
456500,8760,0
466500,9600,0
106500,12180,0
1496500,18780,1
176500,3600,0
636500,8460,1
346500,4980,0
476500,7620,0
426500,6780,0
446500,10680,0
446500,9900,0
206500,4740,0
396500,7860,0
336500,8520,0
156500,3660,0
456500,5100,0
456500,5220,0
176500,3000,0
526500,6360,0
406500,5100,0
106500,2100,0
106500,14280,0
86500,1500,0
246500,4020,0
626500,8220,1
946500,15660,1
256500,2460,0
436500,5700,0
186500,7500,0
506500,13200,0
536500,7140,0
486500,15240,0
136500,1800,0
376500,5700,0
236500,4980,0
156500,2880,0
126500,2100,0
496500,10080,1
306500,4860,0
486500,10560,1
466500,26580,0
636500,8460,1
686500,12900,1
106500,6360,0
96500,3660,0
346500,4140,0
276500,3720,0
506500,7260,0
406500,6780,0
656500,8880,1
486500,5580,1
536500,12180,0
126500,2880,0
416500,10800,0
176500,5640,0
326500,7800,0
306500,7500,0
716500,7080,1
256500,12060,0
466500,10440,0
446500,12000,0
326500,0,0
116500,6420,0
116500,2040,0
226500,2640,0
156500,2280,0
616500,13860,1
326500,6000,0
606500,6660,1
176500,2160,0
356500,2400,0
266500,4380,0
186500,2280,0
526500,8160,0
156500,6360,0
376500,9240,0
276500,4560,0
246500,3360,0
126500,5580,0
96500,4500,0
686500,15180,1
336500,7380,0
556500,18660,1
486500,9720,0
416500,6120,0
176500,5400,0
166500,5160,0
506500,8880,0
186500,5160,0
436500,10680,0
216500,5280,0
286500,23700,0
356500,4620,0
236500,3300,0
356500,3480,0
426500,6120,0
296500,4020,0
176500,4860,0
156500,4200,0
246500,10200,0
256500,3240,0
506500,4440,0
206500,4020,0
456500,6420,0
336500,5100,0
236500,4860,0
206500,3180,0
136500,3840,0
416500,9360,0
266500,6120,0
136500,2520,0
376500,14280,0
1316500,87720,1
486500,7020,0
256500,4980,0
196500,3720,0
326500,4740,0
236500,5880,0
326500,5280,0
246500,4680,0
586500,9180,1
156500,2940,0
416500,10200,0
276500,4260,0
416500,8880,0
486500,11460,0
586500,8400,1
386500,9000,0
406500,10560,0
356500,6000,0
136500,6180,0
696500,12420,1
256500,11100,0
486500,6360,0
416500,12900,0
296500,10080,0
206500,6240,0
336500,8880,0
216500,7380,0
416500,4680,0
476500,40860,0
466500,6780,0
466500,7920,0
226500,5460,0
426500,11280,0
136500,1500,0
156500,1740,0
536500,8040,1
266500,2580,0
186500,4800,0
146500,3180,0
316500,5100,0
46500,2160,0
216500,12480,0
446500,8400,0
186500,2820,0
156500,1740,0
266500,3180,0
446500,12900,0
386500,6180,0
166500,3780,0
296500,4740,0
146500,2580,0
86500,1380,0
426500,9240,0
266500,4200,0
446500,9540,0
96500,4740,0
206500,3240,0
526500,7140,0
646500,6300,1
406500,0,0
126500,2820,0
426500,12240,0
116500,3420,0
756500,18000,1
176500,2100,0
226500,2220,0
336500,3600,0
596500,12360,1
526500,6060,0
316500,21780,0
216500,2640,0
416500,6600,0
656500,8640,1
166500,3720,0
676500,11400,1
156500,3000,0
236500,7980,0
316500,5580,0
326500,6300,0
746500,16380,1
106500,3840,0
476500,7980,1
486500,9180,0
246500,4560,0
216500,960,0
176500,5160,0
166500,5460,0
336500,3900,0
426500,8880,0
416500,12180,0
316500,7860,0
136500,2940,0
226500,7260,0
286500,7980,0
236500,5700,0
206500,7200,0
266500,8760,0
276500,7620,0
126500,3180,0
286500,4380,0
226500,7800,0
106500,4800,0
666500,24000,1
126500,5520,0
726500,14700,1
216500,6120,0
186500,5040,0
186500,3840,0
216500,5580,0
266500,6120,0
266500,2760,0
236500,5100,0
486500,6060,0
186500,3600,0
506500,0,0
146500,5580,0
726500,9120,1
136500,1740,0
396500,10200,0
266500,11460,0
606500,8520,1
666500,11040,1
246500,6780,0
236500,7440,0
186500,7740,0
476500,4980,1
196500,12480,0
206500,4860,0
116500,2460,0
376500,6720,0
616500,6000,1
356500,9000,0
386500,25080,0
376500,6540,0
226500,3000,0
206500,2040,0
166500,5640,0
256500,8400,0
176500,3120,0
366500,15120,0
176500,3420,0
166500,5340,0
236500,4260,0
276500,5880,0
236500,4980,0
436500,8220,0
186500,11400,0
566500,11940,1
306500,7680,0
636500,14940,1
346500,6900,0
226500,4320,0
806500,25500,1
486500,19440,0
456500,9240,0
666500,9000,1
326500,3060,0
326500,6360,0
376500,7440,0
466500,8940,0
176500,3120,0
126500,1380,0
726500,19620,1
396500,5220,0
406500,9060,0
116500,3000,0
56500,1320,0
396500,8040,0
286500,3360,0
376500,15060,0
426500,9900,0
396500,6360,0
146500,1620,0
